2016-02-13 22:52:31 INFO  SimpleDataGson:28 - -------Round 1
2016-02-13 22:54:21 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:54:23 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1144468160
2016-02-13 22:54:23 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:54:24 INFO  SimpleDataGson:28 - -------Round 16
2016-02-13 22:54:26 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1192200519
2016-02-13 22:54:26 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:54:26 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:54:28 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1461303587
2016-02-13 22:54:28 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:54:30 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1144667902
2016-02-13 22:54:30 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:54:31 INFO  SimpleDataGson:28 - -------Round 17
2016-02-13 22:54:33 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1189731774
2016-02-13 22:54:33 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:54:33 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:54:35 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1517573920
2016-02-13 22:54:35 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:54:37 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1155008682
2016-02-13 22:54:37 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:54:38 INFO  SimpleDataGson:28 - -------Round 18
2016-02-13 22:54:40 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1193380811
2016-02-13 22:54:40 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:54:40 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:54:42 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1445793205
2016-02-13 22:54:42 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:54:44 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1166141325
2016-02-13 22:54:44 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:54:45 INFO  SimpleDataGson:28 - -------Round 19
2016-02-13 22:54:47 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1205077151
2016-02-13 22:54:47 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:54:47 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:54:49 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1513504082
2016-02-13 22:54:49 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:54:51 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1147742582
2016-02-13 22:54:51 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:54:52 INFO  SimpleDataGson:28 - -------Round 20
2016-02-13 22:54:54 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1198880420
2016-02-13 22:54:55 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:54:55 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:54:56 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1448043261
2016-02-13 22:54:56 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:54:58 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1173471373
2016-02-13 22:54:58 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:54:59 INFO  SimpleDataGson:28 - -------Round 21
2016-02-13 22:55:01 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1217035603
2016-02-13 22:55:02 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:55:02 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:55:03 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1510510720
2016-02-13 22:55:03 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:55:05 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1155864098
2016-02-13 22:55:05 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:55:06 INFO  SimpleDataGson:28 - -------Round 22
2016-02-13 22:55:08 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1187136316
2016-02-13 22:55:09 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:55:09 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:55:10 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1444711995
2016-02-13 22:55:10 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:55:13 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1458993925
2016-02-13 22:55:13 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:55:14 INFO  SimpleDataGson:28 - -------Round 23
2016-02-13 22:55:16 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1526195184
2016-02-13 22:55:17 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:55:17 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:55:19 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 2012367410
2016-02-13 22:55:19 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:55:21 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1515431630
2016-02-13 22:55:21 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:55:22 INFO  SimpleDataGson:28 - -------Round 24
2016-02-13 22:55:25 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1193182253
2016-02-13 22:55:25 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:55:25 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:55:26 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1438591450
2016-02-13 22:55:26 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:55:29 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1192834482
2016-02-13 22:55:29 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:55:30 INFO  SimpleDataGson:28 - -------Round 25
2016-02-13 22:55:32 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1253599398
2016-02-13 22:55:32 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:55:32 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:55:34 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1629483384
2016-02-13 22:55:34 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:55:36 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1333719528
2016-02-13 22:55:36 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:55:37 INFO  SimpleDataGson:28 - -------Round 26
2016-02-13 22:55:40 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1230578174
2016-02-13 22:55:40 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:55:40 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:55:41 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1600000552
2016-02-13 22:55:41 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:55:44 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1209411074
2016-02-13 22:55:44 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:55:45 INFO  SimpleDataGson:28 - -------Round 27
2016-02-13 22:55:47 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1204880173
2016-02-13 22:55:47 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:55:47 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:55:49 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1511346398
2016-02-13 22:55:49 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:55:51 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1148985640
2016-02-13 22:55:51 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:55:52 INFO  SimpleDataGson:28 - -------Round 28
2016-02-13 22:55:54 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1587746830
2016-02-13 22:55:55 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:55:55 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:55:56 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1689343146
2016-02-13 22:55:56 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:55:59 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1498482397
2016-02-13 22:55:59 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:56:00 INFO  SimpleDataGson:28 - -------Round 29
2016-02-13 22:56:03 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1663758832
2016-02-13 22:56:03 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:56:03 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:56:05 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1872788185
2016-02-13 22:56:06 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:56:08 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1250957359
2016-02-13 22:56:08 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:56:09 INFO  SimpleDataGson:28 - -------Round 30
2016-02-13 22:56:11 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1188576745
2016-02-13 22:56:11 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:56:11 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:56:13 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1449096050
2016-02-13 22:56:13 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:56:15 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1179020720
2016-02-13 22:56:15 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:56:16 INFO  SimpleDataGson:28 - -------Round 31
2016-02-13 22:56:18 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1453226678
2016-02-13 22:56:19 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:56:19 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:56:20 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1506877077
2016-02-13 22:56:20 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:56:22 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1145879774
2016-02-13 22:56:22 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:56:23 INFO  SimpleDataGson:28 - -------Round 32
2016-02-13 22:56:25 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1190798379
2016-02-13 22:56:26 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:56:26 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:56:27 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1434053443
2016-02-13 22:56:27 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:56:29 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1177356075
2016-02-13 22:56:29 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:56:30 INFO  SimpleDataGson:28 - -------Round 33
2016-02-13 22:56:33 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1191705111
2016-02-13 22:56:33 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:56:33 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:56:34 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1502436968
2016-02-13 22:56:34 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:56:36 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1153789705
2016-02-13 22:56:36 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:56:37 INFO  SimpleDataGson:28 - -------Round 34
2016-02-13 22:56:40 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1194646368
2016-02-13 22:56:40 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:56:40 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:56:41 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1437310102
2016-02-13 22:56:41 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:56:43 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1185691542
2016-02-13 22:56:43 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:56:44 INFO  SimpleDataGson:28 - -------Round 35
2016-02-13 22:56:47 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1189237551
2016-02-13 22:56:47 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:56:47 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:56:48 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1490416540
2016-02-13 22:56:48 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:56:50 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1143874066
2016-02-13 22:56:50 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:56:51 INFO  SimpleDataGson:28 - -------Round 36
2016-02-13 22:56:54 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1188084496
2016-02-13 22:56:54 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:56:54 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:56:55 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1448132868
2016-02-13 22:56:55 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:56:57 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1162009908
2016-02-13 22:56:57 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:56:58 INFO  SimpleDataGson:28 - -------Round 37
2016-02-13 22:57:01 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1197328276
2016-02-13 22:57:01 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:57:01 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:57:02 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1498333577
2016-02-13 22:57:02 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:57:04 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1158750879
2016-02-13 22:57:04 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:57:05 INFO  SimpleDataGson:28 - -------Round 38
2016-02-13 22:57:08 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1171911335
2016-02-13 22:57:08 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:57:08 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:57:09 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1439759504
2016-02-13 22:57:09 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
2016-02-13 22:57:11 INFO  SimpleDataGson:76 - Generating Actual Object from json Time(ms):: 1174249814
2016-02-13 22:57:11 INFO  SimpleDataGson:77 - --------------------------------------------------------------------------
2016-02-13 22:57:12 INFO  SimpleDataGson:28 - -------Round 39
2016-02-13 22:57:15 INFO  SimpleDataGson:53 - Json Generation Time(ms):: 1193157384
2016-02-13 22:57:15 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 101 MB
2016-02-13 22:57:15 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 22:57:16 INFO  SimpleDataGson:63 - Generating Map from json Time(ms):: 1524814361
2016-02-13 22:57:16 INFO  SimpleDataGson:64 - --------------------------------------------------------------------------
