2016-02-14 07:40:07 INFO  ComplexDataGson:27 - -------Round 1
2016-02-14 07:43:05 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:43:16 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2770234887
2016-02-14 07:43:16 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:43:20 INFO  ComplexDataGson:27 - -------Round 7
2016-02-14 07:43:25 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2405473419
2016-02-14 07:43:26 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:43:26 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:43:33 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 6810693016
2016-02-14 07:43:33 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:43:42 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2768497206
2016-02-14 07:43:42 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:43:45 INFO  ComplexDataGson:27 - -------Round 8
2016-02-14 07:43:50 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2374051075
2016-02-14 07:43:51 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:43:51 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:43:59 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 7719104349
2016-02-14 07:43:59 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:44:58 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 20399180345
2016-02-14 07:44:58 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:45:02 INFO  ComplexDataGson:27 - -------Round 9
2016-02-14 07:45:07 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2533230094
2016-02-14 07:45:08 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:45:08 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:45:44 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 35641108832
2016-02-14 07:45:44 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:46:41 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 4185201210
2016-02-14 07:46:41 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:46:45 INFO  ComplexDataGson:27 - -------Round 10
2016-02-14 07:46:51 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2466678325
2016-02-14 07:46:52 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:46:52 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:47:04 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 12154237562
2016-02-14 07:47:04 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:47:13 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2783741983
2016-02-14 07:47:13 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:47:17 INFO  ComplexDataGson:27 - -------Round 11
2016-02-14 07:47:22 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2476994277
2016-02-14 07:47:23 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:47:23 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:47:36 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 13312892750
2016-02-14 07:47:36 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:48:03 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 3745747872
2016-02-14 07:48:03 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:48:08 INFO  ComplexDataGson:27 - -------Round 12
2016-02-14 07:48:14 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2477815749
2016-02-14 07:48:14 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:48:14 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:48:19 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5183533399
2016-02-14 07:48:19 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:48:29 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2717330745
2016-02-14 07:48:29 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:48:33 INFO  ComplexDataGson:27 - -------Round 13
2016-02-14 07:48:38 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2483506437
2016-02-14 07:48:39 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:48:39 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:48:48 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 9145250726
2016-02-14 07:48:48 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:49:46 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 5718372485
2016-02-14 07:49:46 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:49:51 INFO  ComplexDataGson:27 - -------Round 14
2016-02-14 07:49:56 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2375017418
2016-02-14 07:49:57 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:49:57 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:50:05 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 8356615446
2016-02-14 07:50:05 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:50:12 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2680602591
2016-02-14 07:50:12 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:50:15 INFO  ComplexDataGson:27 - -------Round 15
2016-02-14 07:50:20 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2352459143
2016-02-14 07:50:21 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:50:21 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:50:26 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4920213117
2016-02-14 07:50:26 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:50:33 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2853892670
2016-02-14 07:50:33 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:50:36 INFO  ComplexDataGson:27 - -------Round 16
2016-02-14 07:50:41 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2431161653
2016-02-14 07:50:42 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:50:42 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:50:46 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4680718647
2016-02-14 07:50:46 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:50:53 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 3122951011
2016-02-14 07:50:53 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:50:57 INFO  ComplexDataGson:27 - -------Round 17
2016-02-14 07:51:02 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2421268081
2016-02-14 07:51:02 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:51:02 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:51:07 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4890545033
2016-02-14 07:51:07 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:51:14 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 3173707723
2016-02-14 07:51:14 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:51:18 INFO  ComplexDataGson:27 - -------Round 18
2016-02-14 07:51:24 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 3015968746
2016-02-14 07:51:25 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:51:25 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:51:30 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4825937003
2016-02-14 07:51:30 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:51:36 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2780808215
2016-02-14 07:51:36 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:51:40 INFO  ComplexDataGson:27 - -------Round 19
2016-02-14 07:51:45 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2449963505
2016-02-14 07:51:46 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:51:46 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:51:51 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5297335332
2016-02-14 07:51:51 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:51:57 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2769354993
2016-02-14 07:51:57 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:52:01 INFO  ComplexDataGson:27 - -------Round 20
2016-02-14 07:52:07 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2474888297
2016-02-14 07:52:07 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:52:07 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:52:12 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4832219815
2016-02-14 07:52:12 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:52:19 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2738290291
2016-02-14 07:52:19 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:52:22 INFO  ComplexDataGson:27 - -------Round 21
2016-02-14 07:52:28 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2521485548
2016-02-14 07:52:29 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:52:29 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:52:34 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4986757780
2016-02-14 07:52:34 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:52:41 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2767275460
2016-02-14 07:52:41 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:52:45 INFO  ComplexDataGson:27 - -------Round 22
2016-02-14 07:52:51 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2819066808
2016-02-14 07:52:52 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:52:52 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:52:57 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5448328064
2016-02-14 07:52:57 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:53:04 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2726202709
2016-02-14 07:53:04 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:53:08 INFO  ComplexDataGson:27 - -------Round 23
2016-02-14 07:53:13 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2524093649
2016-02-14 07:53:14 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:53:14 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:53:19 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5153818734
2016-02-14 07:53:19 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:53:26 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 3535297784
2016-02-14 07:53:26 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:53:30 INFO  ComplexDataGson:27 - -------Round 24
2016-02-14 07:53:36 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2601603625
2016-02-14 07:53:37 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:53:37 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:53:42 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5013024319
2016-02-14 07:53:42 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:53:49 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2825129744
2016-02-14 07:53:49 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:53:53 INFO  ComplexDataGson:27 - -------Round 25
2016-02-14 07:53:58 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2467801778
2016-02-14 07:53:59 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:53:59 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:54:04 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4986123024
2016-02-14 07:54:04 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:54:11 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2805291678
2016-02-14 07:54:11 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:54:14 INFO  ComplexDataGson:27 - -------Round 26
2016-02-14 07:54:19 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2373800804
2016-02-14 07:54:20 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:54:20 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:54:25 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5206601294
2016-02-14 07:54:25 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:54:32 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2715289502
2016-02-14 07:54:32 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:54:35 INFO  ComplexDataGson:27 - -------Round 27
2016-02-14 07:54:41 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2401132374
2016-02-14 07:54:41 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:54:41 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:54:46 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4847989607
2016-02-14 07:54:46 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:54:53 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2784961360
2016-02-14 07:54:53 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:54:57 INFO  ComplexDataGson:27 - -------Round 28
2016-02-14 07:55:02 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2589043530
2016-02-14 07:55:03 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:55:03 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:55:08 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4939033522
2016-02-14 07:55:08 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:55:15 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2813883370
2016-02-14 07:55:15 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:55:18 INFO  ComplexDataGson:27 - -------Round 29
2016-02-14 07:55:24 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2444364004
2016-02-14 07:55:24 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:55:24 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:55:30 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5366266642
2016-02-14 07:55:30 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:55:36 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2712294943
2016-02-14 07:55:36 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:55:40 INFO  ComplexDataGson:27 - -------Round 30
2016-02-14 07:55:45 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2430504792
2016-02-14 07:55:46 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:55:46 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:55:51 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4817296757
2016-02-14 07:55:51 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:55:57 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2742085794
2016-02-14 07:55:57 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:56:01 INFO  ComplexDataGson:27 - -------Round 31
2016-02-14 07:56:07 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2737635009
2016-02-14 07:56:08 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:56:08 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:56:13 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5277481080
2016-02-14 07:56:13 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:56:20 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2757257938
2016-02-14 07:56:20 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:56:23 INFO  ComplexDataGson:27 - -------Round 32
2016-02-14 07:56:29 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2423339719
2016-02-14 07:56:29 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:56:29 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:56:34 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4689185204
2016-02-14 07:56:34 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:56:41 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 3093930314
2016-02-14 07:56:41 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:56:45 INFO  ComplexDataGson:27 - -------Round 33
2016-02-14 07:56:50 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2399545487
2016-02-14 07:56:51 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:56:51 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:56:55 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4826696105
2016-02-14 07:56:55 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:57:02 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2978790184
2016-02-14 07:57:02 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:57:06 INFO  ComplexDataGson:27 - -------Round 34
2016-02-14 07:57:12 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2718127741
2016-02-14 07:57:13 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:57:13 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:57:17 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4706243059
2016-02-14 07:57:17 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:57:25 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 3105616831
2016-02-14 07:57:25 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:57:28 INFO  ComplexDataGson:27 - -------Round 35
2016-02-14 07:57:34 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2631047886
2016-02-14 07:57:35 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:57:35 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:57:39 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4823275612
2016-02-14 07:57:39 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:57:48 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 3703097312
2016-02-14 07:57:48 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:57:51 INFO  ComplexDataGson:27 - -------Round 36
2016-02-14 07:57:57 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2436002054
2016-02-14 07:57:58 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:57:58 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:58:02 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4684077163
2016-02-14 07:58:02 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:58:09 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2743737815
2016-02-14 07:58:09 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:58:13 INFO  ComplexDataGson:27 - -------Round 37
2016-02-14 07:58:18 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2464042197
2016-02-14 07:58:19 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:58:19 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:58:23 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4845604539
2016-02-14 07:58:23 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:58:30 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2730389802
2016-02-14 07:58:30 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:58:34 INFO  ComplexDataGson:27 - -------Round 38
2016-02-14 07:58:39 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2450035744
2016-02-14 07:58:40 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:58:40 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:58:45 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4703580879
2016-02-14 07:58:45 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:58:51 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2761148969
2016-02-14 07:58:51 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:58:55 INFO  ComplexDataGson:27 - -------Round 39
2016-02-14 07:59:01 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2461427780
2016-02-14 07:59:01 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:59:01 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:59:06 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4850024928
